"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"SGB"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium piotii"	"SGB17305"
"d__Bacteria"	"p__Spirochaetota"	"c__Spirochaetia"	"o__Sphaerochaetales"	"f__Sphaerochaetaceae"	"g__UBA9732"	"s__UBA9732 sp001940825"	"SGB17345"
"d__Bacteria"	"p__Chloroflexota"	"c__Dehalococcoidia"	"o__Tepidiformales"	"f__Tepidiformaceae"	"g__Tepidiforma"	"s__Tepidiforma sp002563855"	"SGB17451"
"d__Bacteria"	"p__Deinococcota"	"c__Deinococci"	"o__Deinococcales"	"f__Deinococcaceae"	"g__Deinococcus"	"s__Deinococcus marmoris_A"	"SGB17540"
"d__Bacteria"	"p__Deinococcota"	"c__Deinococci"	"o__Deinococcales"	"f__Thermaceae"	"g__Meiothermus"	"s__Meiothermus ruber"	"SGB17562"
"d__Bacteria"	"p__Deinococcota"	"c__Deinococci"	"o__Deinococcales"	"f__Thermaceae"	"g__Meiothermus_B"	"s__Meiothermus_B silvanus"	"SGB17563"
"d__Bacteria"	"p__Acidobacteriota"	"c__Blastocatellia"	"o__Pyrinomonadales"	"f__Pyrinomonadaceae"	"g__Pyrinomonas"	"s__Pyrinomonas methylaliphatogenes"	"SGB17598"
"d__Bacteria"	"p__Gemmatimonadota"	"c__Gemmatimonadetes"	"o__Gemmatimonadales"	"f__Gemmatimonadaceae"	"g__Gemmatimonas"	"s__Gemmatimonas phototrophica"	"SGB17601"
"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__UBA9983_A"	"f__UBA1539"	"g__UBA1539"	"s__UBA1539 sp002788135"	"SGB18514"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides fragilis"	"SGB1855_group"
"d__Bacteria"	"p__Aquificota"	"c__Aquificae"	"o__Hydrogenothermales"	"f__Hydrogenothermaceae"	"g__Sulfurihydrogenibium"	"s__Sulfurihydrogenibium azorense"	"SGB19009"
"d__Bacteria"	"p__SAR324"	"c__SAR324"	"o__SAR324"	"f__NAC60-12"	"g__UBA1014"	"s__UBA1014 sp002683785"	"SGB19018"
"d__Bacteria"	"p__Cyanobacteria"	"c__Cyanobacteriia"	"o__PCC-6307"	"f__Cyanobiaceae"	"g__Prochlorococcus_B"	"s__Prochlorococcus_B marinus_B"	"SGB19041_group"
"d__Bacteria"	"p__Cyanobacteria"	"c__Cyanobacteriia"	"o__PCC-6307"	"f__Cyanobiaceae"	"g__Prochlorococcus_C"	"s__Prochlorococcus_C marinus_B"	"SGB19061_group"
"d__Bacteria"	"p__Cyanobacteria"	"c__Cyanobacteriia"	"o__PCC-6307"	"f__Cyanobiaceae"	"g__Synechococcus_E"	"s__Synechococcus_E sp000153805"	"SGB19078"
"d__Bacteria"	"p__Margulisbacteria"	"c__Marinamargulisbacteria"	"o__GCA-2716485"	"f__GCA-002719695"	"g__GCA-002719695"	"s__GCA-002719695 sp002697535"	"SGB19098"
"d__Bacteria"	"p__Campylobacterota"	"c__Desulfurellia"	"o__Desulfurellales"	"f__Desulfurellaceae"	"g__Desulfurella"	"s__Desulfurella acetivorans"	"SGB19104"
"d__Bacteria"	"p__Thermotogota"	"c__Thermotogae"	"o__Petrotogales"	"f__Kosmotogaceae"	"g__Mesotoga"	"s__Mesotoga sp002752635"	"SGB19157"
"d__Bacteria"	"p__Thermotogota"	"c__Thermotogae"	"o__Thermotogales"	"f__Fervidobacteriaceae"	"g__Thermosipho"	"s__Thermosipho melanesiensis"	"SGB19166"
"d__Bacteria"	"p__Thermotogota"	"c__Thermotogae"	"o__Thermotogales"	"f__Fervidobacteriaceae"	"g__Fervidobacterium"	"s__Fervidobacterium nodosum"	"SGB19172"
"d__Bacteria"	"p__Thermotogota"	"c__Thermotogae"	"o__Thermotogales"	"f__Fervidobacteriaceae"	"g__Fervidobacterium"	"s__Fervidobacterium gondwanense"	"SGB19173"
"d__Bacteria"	"p__Myxococcota"	"c__Polyangia"	"o__Polyangiales"	"f__Polyangiaceae"	"g__Pajaroellobacter"	"s__Pajaroellobacter abortibovis"	"SGB19287"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides sp900549585"	"SGB1928"
"d__Bacteria"	"p__Campylobacterota"	"c__Campylobacteria"	"o__Campylobacterales"	"f__Helicobacteraceae"	"g__Helicobacter_E"	"s__Helicobacter_E ailurogastricus"	"SGB19383"
"d__Bacteria"	"p__Campylobacterota"	"c__Campylobacteria"	"o__Campylobacterales"	"f__Helicobacteraceae"	"g__Helicobacter_C"	"s__Helicobacter_C japonicus"	"SGB19396"
"d__Bacteria"	"p__Campylobacterota"	"c__Campylobacteria"	"o__Nautiliales"	"f__Nautiliaceae"	"g__Lebetimonas"	"s__Lebetimonas natsushimae"	"SGB19428"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Stappiaceae"	"g__Roseibium"	"s__Roseibium sp001624695"	"SGB19521"
"d__Bacteria"	"p__Patescibacteria"	"c__Saccharimonadia"	"o__Saccharimonadales"	"f__Saccharimonadaceae"	"g__Saccharimonas"	"s__Saccharimonas sp015257605"	"SGB19882"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Dysgonomonadaceae"	"g__Proteiniphilum"	"s__Proteiniphilum acetatigenes"	"SGB2010"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__Prevotella sp002437285"	"SGB20138"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__UBA7173"	"s__"	"SGB20192"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__UBA932"	"g__RUG11257"	"s__"	"SGB20215"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Porphyromonadaceae"	"g__Porphyromonas"	"s__Porphyromonas sp905372525"	"SGB2038"
"d__Bacteria"	"p__Firmicutes_C"	"c__Negativicutes"	"o__Acidaminococcales"	"f__Acidaminococcaceae"	"g__Phascolarctobacterium_A"	"s__"	"SGB20400"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__"	"SGB20544"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Muribaculum"	"s__Muribaculum sp001701195"	"SGB2084"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Fimenecus"	"s__Fimenecus sp002437245"	"SGB20894"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Christensenellales"	"f__UBA1242"	"g__UBA7867"	"s__UBA7867 sp002405615"	"SGB21050"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__CAG-873"	"s__"	"SGB2114"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__RF39"	"f__UBA660"	"g__UBA6448"	"s__UBA6448 sp002439555"	"SGB21172"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Schleiferiaceae"	"g__UBA10364"	"s__UBA10364 sp003045825"	"SGB21398"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Chitinophagales"	"f__Chitinophagaceae"	"g__Chitinophaga"	"s__Chitinophaga flava"	"SGB21472"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Chitinophagales"	"f__Chitinophagaceae"	"g__Chitinophaga"	"s__Chitinophaga sp003182155"	"SGB21474"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Chitinophagales"	"f__Chitinophagaceae"	"g__Chitinophaga"	"s__Chitinophaga ginsengisoli"	"SGB21475"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Alloprevotella"	"s__Alloprevotella sp002933955"	"SGB21582"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__Flavobacterium macrobrachii"	"SGB21722"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__CAG-485"	"s__CAG-485 sp002491165"	"SGB2173"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Muricauda"	"s__Muricauda koreensis"	"SGB21811"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Euzebyella"	"s__Euzebyella marina"	"SGB21815"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Arenibacter"	"s__Arenibacter echinorum"	"SGB21821"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Sphingobacteriales"	"f__Sphingobacteriaceae"	"g__Pedobacter"	"s__Pedobacter yulinensis"	"SGB21857"
"d__Bacteria"	"p__Campylobacterota"	"c__Campylobacteria"	"o__Campylobacterales"	"f__Campylobacteraceae"	"g__Campylobacter_B"	"s__Campylobacter_B blaseri"	"SGB22002"
"d__Bacteria"	"p__Acidobacteriota"	"c__Acidobacteriae"	"o__Acidoferrales"	"f__UBA7541"	"g__Acidoferrum"	"s__Acidoferrum sp003225295"	"SGB22100"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__UBA932"	"g__Cryptobacteroides"	"s__Cryptobacteroides sp000432655"	"SGB2214"
"d__Bacteria"	"p__Poribacteria"	"c__WGA-4E"	"o__WGA-4E"	"f__UBA9662"	"g__TMED15"	"s__TMED15 sp002714785"	"SGB22193"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae"	"g__Paraburkholderia"	"s__Paraburkholderia sp002973525"	"SGB22567"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Xanthomonadaceae"	"g__Xanthomonas"	"s__Xanthomonas populi"	"SGB22659"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Rhodanobacteraceae"	"g__Luteibacter"	"s__Luteibacter sp003050935"	"SGB22713"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae"	"g__Glaciimonas"	"s__Glaciimonas sp003056055"	"SGB22897"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes sp900548155"	"SGB2289"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae"	"g__Algicoccus"	"s__Algicoccus marinus"	"SGB22908"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Halomonadaceae"	"g__Halomonas"	"s__Halomonas ventosae"	"SGB22940"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Moraxellaceae"	"g__Acinetobacter"	"s__Acinetobacter sp002135335"	"SGB22960"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes cottocaccae"	"SGB2306"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes faecigallinarum"	"SGB2310"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Erwinia"	"s__Erwinia coffeiphila"	"SGB23192"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Enterobacillus"	"s__Enterobacillus tribolii"	"SGB23212"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Thorsellia"	"s__Thorsellia anophelis"	"SGB23318"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Mycobacterium"	"s__Mycobacterium psychrotolerans"	"SGB23538"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Rhodococcus"	"s__Rhodococcus sp003130705"	"SGB23556"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptosporangiales"	"f__Streptosporangiaceae"	"g__Spirillospora"	"s__"	"SGB23695"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptosporangiales"	"f__Streptosporangiaceae"	"g__Actinomadura_B"	"s__Actinomadura_B viridilutea"	"SGB23696"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptosporangiales"	"f__Streptosporangiaceae"	"g__Nonomuraea"	"s__Nonomuraea fuscirosea"	"SGB23698"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Micromonosporaceae"	"g__Micromonospora"	"s__Micromonospora deserti"	"SGB23746"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Pseudarthrobacter"	"s__Pseudarthrobacter sp002953935"	"SGB23775"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Arthrobacter_D"	"s__Arthrobacter_D agilis_B"	"SGB23782"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Nesterenkonia"	"s__Nesterenkonia sandarakina_A"	"SGB23796"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Geodermatophilaceae"	"g__Geodermatophilus"	"s__Geodermatophilus sp003428645"	"SGB23833"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Subtercola"	"s__Subtercola boreus_B"	"SGB23927"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Corynebacterium"	"s__Corynebacterium liangguodongii"	"SGB23965"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__JG1575"	"s__JG1575 sp002838815"	"SGB24115"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__UBA8317"	"f__UBA8317"	"g__UBA8317"	"s__UBA8317 sp002469865"	"SGB24138"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Acetobacterales"	"f__Acetobacteraceae"	"g__Komagataeibacter"	"s__Komagataeibacter saccharivorans"	"SGB24153"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodobacterales"	"f__Rhodobacteraceae"	"g__Albidovulum"	"s__Albidovulum aquaemixtae"	"SGB24225"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodobacterales"	"f__Rhodobacteraceae"	"g__Rhodovulum"	"s__Rhodovulum kholense"	"SGB24242"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodobacterales"	"f__Rhodobacteraceae"	"g__Rhodosalinus"	"s__Rhodosalinus sediminis"	"SGB24270"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodospirillales"	"f__Casp-alpha2"	"g__Casp-alpha2"	"s__Casp-alpha2 sp002938315"	"SGB24333"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodospirillales"	"f__Casp-alpha2"	"g__UBA1479"	"s__UBA1479 sp002325375"	"SGB24336"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Xanthobacteraceae"	"g__Bradyrhizobium"	"s__Bradyrhizobium lablabi_B"	"SGB24397"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__BACL11"	"g__BACL11"	"s__"	"SGB2448"
"d__Bacteria"	"p__Cyanobacteria"	"c__Cyanobacteriia"	"o__Cyanobacteriales"	"f__Nostocaceae"	"g__Cuspidothrix"	"s__Cuspidothrix issatschenkoi"	"SGB24761"
"d__Bacteria"	"p__Cyanobacteria"	"c__Cyanobacteriia"	"o__Cyanobacteriales"	"f__Nostocaceae"	"g__Anabaena"	"s__Anabaena cylindrica"	"SGB24762"
"d__Bacteria"	"p__Cyanobacteria"	"c__Cyanobacteriia"	"o__Cyanobacteriales"	"f__Chamaesiphonaceae"	"g__Chamaesiphon"	"s__Chamaesiphon polymorphus"	"SGB24766"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Mycoplasmatales"	"f__Metamycoplasmataceae"	"g__Metamycoplasma"	"s__Metamycoplasma phocidae"	"SGB24853"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Capnocytophaga"	"s__Capnocytophaga haemolytica"	"SGB2487"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Clostridium_L"	"s__Clostridium_L algidicarnis"	"SGB24909"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Capnocytophaga"	"s__Capnocytophaga leadbetteri"	"SGB2492"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Bacillaceae"	"g__Metabacillus"	"s__Metabacillus sp003259415"	"SGB25156"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Bacillaceae_G"	"g__Bacillus_A"	"s__Bacillus_A pseudomycoides_B"	"SGB25161"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Paenibacillales"	"f__Paenibacillaceae"	"g__Paenibacillus_Z"	"s__Paenibacillus_Z taihuensis"	"SGB25339"
"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Paenibacillales"	"f__Paenibacillaceae"	"g__Paenibacillus_A"	"s__Paenibacillus_A sp003060825"	"SGB25349"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Weeksellaceae"	"g__Elizabethkingia"	"s__Elizabethkingia ursingii"	"SGB2541"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Weeksellaceae"	"g__Chryseobacterium"	"s__Chryseobacterium oncorhynchi"	"SGB2581"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__WRAX01"	"g__WRAC01"	"s__WRAC01 sp009780415"	"SGB26095"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__MAG-120531"	"s__MAG-120531 sp000173115"	"SGB2679"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS1491"	"s__"	"SGB26826"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Gillisia"	"s__Gillisia limnaea"	"SGB2744"
"d__Bacteria"	"p__Marinisomatota"	"c__Marinisomatia"	"o__Marinisomatales"	"f__TCS55"	"g__UBA2126"	"s__UBA2126 sp004124535"	"SGB27648"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Gramella"	"s__Gramella echinicola"	"SGB2766"
"d__Bacteria"	"p__Patescibacteria"	"c__Saccharimonadia"	"o__Saccharimonadales"	"f__UBA4665"	"g__PMNU01"	"s__PMNU01 sp002952755"	"SGB27674"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Chitinophagales"	"f__Chitinophagaceae"	"g__Flaviaesturariibacter"	"s__Flaviaesturariibacter aridisoli"	"SGB27688"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Marinifilaceae"	"g__Butyricimonas"	"s__Butyricimonas synergistica"	"SGB27742"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Massilibacteroides"	"s__Massilibacteroides vaginae"	"SGB27839"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prolixibacteraceae"	"g__Draconibacterium"	"s__Draconibacterium luteum"	"SGB27887"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Marinilabiliaceae"	"g__JC017"	"s__JC017 sp004296775"	"SGB27899"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Maribacter"	"s__Maribacter arcticus"	"SGB2789"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Eudoraea"	"s__Eudoraea adriatica"	"SGB27907"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Mesonia"	"s__Mesonia aquimarina"	"SGB27966"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Salinimicrobium"	"s__Salinimicrobium xinjiangense"	"SGB27980"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Polaribacter"	"s__Polaribacter sp000687935"	"SGB28029"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Lutibacter"	"s__Lutibacter litoralis"	"SGB28045"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Lutibacter"	"s__Lutibacter citreus"	"SGB28047"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Aquimarina"	"s__Aquimarina muelleri"	"SGB28059"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Weeksellaceae"	"g__Weeksella"	"s__Weeksella massiliensis"	"SGB28067"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__Flavobacterium tistrianum"	"SGB28109"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__Flavobacterium sp004362015"	"SGB28120"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__Flavobacterium frigidarium"	"SGB28134"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__Flavobacterium caseinilyticum"	"SGB28138"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__Flavobacterium antarcticum"	"SGB28151"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Weeksellaceae"	"g__Chryseobacterium"	"s__Chryseobacterium phocaeense"	"SGB28183"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Weeksellaceae"	"g__Kaistella"	"s__Kaistella senegalense"	"SGB28223"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Cytophagales"	"f__Spirosomaceae"	"g__UBA6715"	"s__UBA6715 sp004005965"	"SGB28351"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Cytophagales"	"f__Spirosomaceae"	"g__Flectobacillus"	"s__Flectobacillus major"	"SGB28353"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Cytophagales"	"f__Flammeovirgaceae"	"g__Flammeovirga"	"s__Flammeovirga sp000812565"	"SGB28359"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Polaribacter"	"s__Polaribacter sp002005425"	"SGB2835"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Cytophagales"	"f__Cyclobacteriaceae"	"g__Nafulsella"	"s__Nafulsella turpanensis"	"SGB28363"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Cytophagales"	"f__Hymenobacteraceae"	"g__Hymenobacter"	"s__Hymenobacter wooponensis"	"SGB28371"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Cytophagales"	"f__Hymenobacteraceae"	"g__Hymenobacter"	"s__Hymenobacter elongatus"	"SGB28377"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Polaribacter"	"s__Polaribacter irgensii"	"SGB2838"
"d__Bacteria"	"p__Deferribacterota"	"c__Deferribacteres"	"o__Deferribacterales"	"f__Denitrovibrionaceae"	"g__Seleniivibrio"	"s__Seleniivibrio woodruffii"	"SGB28558"
"d__Bacteria"	"p__Campylobacterota"	"c__Desulfurellia"	"o__Desulfurellales"	"f__Hippeaceae"	"g__Hippea_A"	"s__Hippea_A jasoniae"	"SGB28567"
"d__Bacteria"	"p__Chloroflexota"	"c__Anaerolineae"	"o__Anaerolineales"	"f__Anaerolineaceae"	"g__Anaerolinea"	"s__Anaerolinea thermolimosa"	"SGB28588"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Bilifractor"	"s__Bilifractor sp000702845"	"SGB28598"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio sp000424145"	"SGB28625"
